iter	Recall	Logloss
467	0.8274388494	0.4646591288
468	0.8269126511	0.4644187476
469	0.8276301942	0.4641704772
470	0.8273591224	0.464029052
471	0.827502631	0.4637995535
472	0.8276780304	0.4636722858
473	0.8282042287	0.4634173678
474	0.828411519	0.4631316116
475	0.8277577574	0.4628033619
476	0.8283955736	0.4624678833
477	0.8282042287	0.462278774
478	0.8283955736	0.4620175303
479	0.828889881	0.461777137
480	0.8288739356	0.4615549677
481	0.8295276972	0.461398576
482	0.830946838	0.4611141835
483	0.8309946742	0.4609320716
484	0.8316484358	0.4606872273
485	0.8316803266	0.4603774456
486	0.831855726	0.4602124693
487	0.8320470708	0.4600159614
488	0.8323819243	0.4598535179
489	0.8323659789	0.4595580962
490	0.8323659789	0.4593850986
491	0.8331791944	0.4591288337
492	0.8334981025	0.4588582278
493	0.8351245336	0.4585823363
494	0.8358261313	0.4584073727
495	0.8354753325	0.4582098582
496	0.8356826227	0.4580957827
497	0.8353477692	0.4577653892
498	0.8358899129	0.4575648441
499	0.8371017636	0.4572867715
