iter	Recall	Logloss
73	0.692795867	0.5820164281
74	0.6931466658	0.5813772626
75	0.6949484963	0.5809232038
76	0.6942947348	0.5805632519
77	0.6942150078	0.5801771979
78	0.6943904072	0.5798872087
79	0.6943744618	0.5793217298
80	0.6961922378	0.5788936262
81	0.6967662723	0.5784744541
82	0.6979781229	0.5779841804
83	0.6987435022	0.5776298205
84	0.6980737953	0.577404442
85	0.6982651402	0.5770801222
86	0.697627324	0.5766995368
87	0.697388143	0.5763097575
88	0.6980737953	0.5758632867
89	0.6978824505	0.5754988262
90	0.6995567178	0.5751414586
91	0.699604554	0.574741398
92	0.699604554	0.5743992743
93	0.700433715	0.5739864177
94	0.7001945339	0.5736753608
95	0.6998915713	0.5732889422
96	0.7009758587	0.5728936819
97	0.6997958988	0.5726811086
98	0.7007685684	0.5722985078
99	0.7013744937	0.5719625416
100	0.7016455656	0.5716209848
101	0.7022514909	0.5713571733
102	0.7016934018	0.5711565655
103	0.7022833817	0.5708165781
104	0.7033357783	0.5704593053
105	0.7037663042	0.5699951295
106	0.7045954651	0.5695986027
107	0.7061900054	0.5692152723
108	0.7058073158	0.5688610238
109	0.7062697324	0.5682836916
110	0.7074656377	0.5678958372
111	0.7078323819	0.5674871513
112	0.7084542526	0.5671861197
113	0.7091877412	0.566723522
114	0.7096023217	0.56631111
115	0.7111809165	0.565815948
116	0.7112606436	0.5655562731
117	0.7122492585	0.5652301607
118	0.712663839	0.5649220556
119	0.7126478936	0.5646549877
120	0.7126000574	0.5642987906
121	0.7135408362	0.5637887365
122	0.71488025	0.5634327678
123	0.7154223937	0.5630924598
124	0.7153267213	0.562728082
125	0.7155659024	0.5624355572
126	0.7150715949	0.5622269285
127	0.7153267213	0.5617277944
128	0.7156934656	0.5612920362
129	0.7166661352	0.5609534838
130	0.7167139714	0.560588032
131	0.7163950633	0.5602188458
132	0.7166501898	0.559924326
133	0.7165864081	0.559504252
134	0.7162515547	0.5591017796
135	0.7162993909	0.5586908587
136	0.7178939312	0.558142891
137	0.7184201295	0.5577851234
138	0.7192014542	0.5573061544
139	0.7201262876	0.5567963849
140	0.720062506	0.5562661371
141	0.7203654686	0.5559721747
142	0.7202379054	0.555669164
143	0.7205249227	0.5553530248
144	0.7208438307	0.5549872517
145	0.721290302	0.5546435848
146	0.7224862072	0.5542085032
147	0.723187805	0.5539032958
148	0.7239850751	0.5535117366
149	0.7252925981	0.5529673352
150	0.7256115062	0.5526354131
151	0.7255477246	0.5522905623
152	0.7257390694	0.5518931881
153	0.7261855407	0.5514607876
154	0.7273176643	0.5509962573
155	0.7268074114	0.5506633341
156	0.7270306471	0.5502961701
157	0.7274133367	0.5499166044
158	0.7281627707	0.5494826012
159	0.7288005868	0.5492298088
160	0.7289759862	0.5487937222
161	0.7297254202	0.548502296
162	0.7301718914	0.5482443295
163	0.7301081098	0.5477667978
164	0.7304429633	0.5473099916
165	0.7301400006	0.5469868384
166	0.7307459259	0.546673889
167	0.7313199605	0.5463713902
168	0.7313996875	0.5459622376
169	0.7324999203	0.5455206291
170	0.7330899002	0.5450849578
171	0.7329463916	0.5446525698
172	0.734349587	0.5443196194
173	0.7350830755	0.5440063603
174	0.7346366043	0.5437537549
175	0.735497656	0.5433957647
176	0.7358006187	0.543027501
177	0.7360557451	0.5427605898
178	0.7366138342	0.5424051992
179	0.7364224894	0.5421122022
180	0.7365500526	0.5418354542
181	0.7361673629	0.5416415202
182	0.7368211245	0.5414293293
183	0.7378097395	0.5410994826
184	0.7381445929	0.5407877756
185	0.7375705584	0.5404565364
186	0.7376183946	0.5402093659
187	0.7373473228	0.5398264652
188	0.7389578085	0.5394776927
189	0.7385910642	0.5390454293
190	0.7385113372	0.5386916023
191	0.7413017827	0.5383249314
192	0.7417323086	0.5378755136
193	0.7423701247	0.5374846879
194	0.7431514494	0.5370410954
195	0.7443473547	0.53671364
196	0.7447619351	0.5362745698
197	0.7446981535	0.5358146464
198	0.7463245846	0.5354660595
199	0.7467072743	0.53512285
200	0.7465637657	0.5349027391
201	0.7459897312	0.5344912267
202	0.74634053	0.5342240965
203	0.7473450904	0.5338679793
204	0.7470421278	0.5335744841
205	0.7475523806	0.533307049
206	0.748158306	0.532948522
207	0.7491309755	0.5325147283
208	0.7502152629	0.5320982579
209	0.7500876997	0.531772168
210	0.7501993175	0.5315312657
211	0.7498006825	0.5312968005
212	0.7501993175	0.530854115
213	0.7506617342	0.5305788055
214	0.7500239181	0.5304132134
215	0.7506776796	0.5299855961
216	0.7514111682	0.5297201566
217	0.752511401	0.5293342668
218	0.752670855	0.5290522638
219	0.7529738176	0.52891997
220	0.7523041107	0.5286537355
221	0.7528143636	0.5282631493
222	0.7528940906	0.5279509319
223	0.7542813407	0.5277532284
224	0.7540262142	0.527501458
225	0.7543929585	0.5272426573
226	0.754648085	0.5269083987
227	0.7553496827	0.5265890923
228	0.7564818063	0.5262975162
229	0.7555091367	0.5260938984
230	0.7553018465	0.5257360382
231	0.754648085	0.5251860606
232	0.7549510476	0.5248310781
233	0.7549510476	0.5246177975
234	0.7562107344	0.5242244981
235	0.7569761138	0.5240220268
236	0.7583633638	0.5237252999
237	0.7592881972	0.5235006091
238	0.7599100679	0.5230651651
239	0.7597506139	0.5227420451
240	0.7604841024	0.5224432652
241	0.7609784099	0.5221500322
242	0.761137864	0.5218817772
243	0.7615683898	0.5216090223
244	0.7621583697	0.521260277
245	0.7623337692	0.5210265319
246	0.7630991485	0.5207631734
247	0.7636412922	0.5204604153
248	0.7639761457	0.5201141013
249	0.7648690882	0.5198346042
250	0.7651561055	0.5196052898
251	0.7657460854	0.5193772875
252	0.7658417578	0.5190526851
253	0.7664317377	0.5187120138
254	0.7662722837	0.5183100109
255	0.7668144274	0.518061391
256	0.7674681889	0.5178316464
257	0.7677392608	0.5174923421
258	0.7680581688	0.5172902179
259	0.76909462	0.5170032407
260	0.7694294735	0.5167686724
261	0.7707051057	0.5163804566
262	0.7705615971	0.5160422846
263	0.7708964506	0.5158492466
264	0.7716618299	0.5155428164
265	0.7725069363	0.5152103416
266	0.7734636604	0.514903651
267	0.7734317696	0.5146803181
268	0.773208534	0.5144564349
269	0.7743087668	0.5142766772
270	0.7747392927	0.514031721
271	0.7742290398	0.5138084278
272	0.775584399	0.5133744293
273	0.7757597985	0.5131834715
274	0.7756322352	0.5128539518
275	0.775504672	0.5124758251
276	0.7755365628	0.5121359146
277	0.7757119622	0.5118503574
278	0.776333833	0.5114372768
279	0.7762222151	0.5111025991
280	0.7769397583	0.5108260383
281	0.7769557037	0.5106014787
282	0.7774340658	0.5102549869
283	0.7776573014	0.5099353468
284	0.7772586663	0.5097054455
285	0.7772746117	0.5094837957
286	0.7777051376	0.5092390016
287	0.7779283732	0.5090054344
288	0.7795707498	0.5085916471
289	0.7790604969	0.5082661003
290	0.77977804	0.5078233934
291	0.7800331664	0.5076064355
292	0.7804955831	0.5073985995
293	0.7808304366	0.5071749228
294	0.7805753101	0.5068937922
295	0.7803520745	0.5066087849
296	0.7798258762	0.5063672445
297	0.7805593647	0.5060330925
298	0.7805274739	0.5056991138
299	0.782153905	0.505378119
300	0.7827598303	0.5051061492
301	0.781994451	0.5047963949
302	0.7824728131	0.504632579
303	0.7828395574	0.5043983355
304	0.7833179194	0.5040754377
305	0.7836846637	0.5039315076
306	0.7833498102	0.5037056606
307	0.7838441177	0.5034498025
308	0.7848327327	0.5030994023
309	0.7852154224	0.502785415
310	0.7858532385	0.5025819479
311	0.7865229454	0.5022866811
312	0.7863953822	0.5020669551
313	0.787256434	0.5017195206
314	0.7870491437	0.5014626798
315	0.7883088306	0.5011212306
316	0.7890263737	0.5008534844
317	0.7888988105	0.5006699219
318	0.7902063335	0.5003436853
319	0.7903976783	0.5000657515
320	0.790860095	0.4997862643
321	0.791529802	0.4995605887
322	0.790700641	0.4992992173
323	0.7906687502	0.4990525015
324	0.7903657875	0.4988967337
325	0.7908919858	0.4985598206
326	0.791928437	0.4982498107
327	0.7921995089	0.4980207046
328	0.7917530376	0.4978044337
329	0.7917849284	0.4975174066
330	0.7926459802	0.4971874018
331	0.7930286698	0.4969669425
332	0.7932200147	0.4966674548
333	0.7945594285	0.4964470849
334	0.7952929171	0.4961564356
335	0.7958031699	0.4958170027
336	0.795882897	0.4955707275
337	0.7968236757	0.4952216083
338	0.7974774373	0.4950172891
339	0.7979557993	0.4947101241
340	0.7976528367	0.4944445989
341	0.7980355264	0.4942210066
342	0.7984022706	0.4939254179
343	0.7986095609	0.4936107812
344	0.7982109258	0.4932097576
345	0.7978760723	0.4929682102
346	0.7988806327	0.4926173862
347	0.7991517046	0.4924020821
348	0.7987849603	0.4922001231
349	0.7991517046	0.4919396674
350	0.7993908856	0.4917442368
351	0.8003476098	0.4915555113
352	0.8004432822	0.4912405851
353	0.8017667506	0.4909257431
354	0.8012086615	0.4906564555
355	0.8017189144	0.4904404953
356	0.8011767707	0.4901784451
357	0.8005708454	0.4899828683
358	0.8010492075	0.4897878919
359	0.8017667506	0.4895969349
360	0.801463788	0.4893885117
361	0.801463788	0.4891059582
362	0.8020378225	0.4887318551
363	0.8030104921	0.4884138149
364	0.8032337277	0.4881785714
365	0.8038715438	0.4879849239
366	0.8036961444	0.4877312085
367	0.8035047996	0.4874415004
368	0.8040309979	0.4872059629
369	0.8052906847	0.4870041696
370	0.8048761042	0.4867602047
371	0.8061676819	0.4863997684
372	0.8063909175	0.486163099
373	0.8065663169	0.4859713165
374	0.8058647192	0.4857486224
375	0.8064068629	0.4855767914
376	0.8067098256	0.4853576523
377	0.8070925152	0.485089038
378	0.8078260038	0.4848723242
379	0.8094045987	0.4846548186
380	0.8087827279	0.4845219353
381	0.8091654176	0.4842780422
382	0.8084319291	0.4840736624
383	0.8103613228	0.4838061521
384	0.8103613228	0.4834879753
385	0.8103134866	0.4832482763
386	0.8103932136	0.4829929917
387	0.8110150844	0.4828100497
388	0.8111426476	0.4826031153
389	0.8110629206	0.4823745102
390	0.811318047	0.4821562477
391	0.8119558631	0.4818671567
392	0.812147208	0.4815957863
393	0.8129763689	0.4813407231
394	0.8136460758	0.4811384406
395	0.8138693115	0.4808972626
396	0.8143476736	0.4806829697
397	0.8146665816	0.4805136324
398	0.8149217081	0.4803176923
399	0.8158465414	0.4799889549
400	0.8159103231	0.4798020696
401	0.8164046305	0.4795262379
402	0.8160538317	0.4792987976
403	0.8152725069	0.4790704165
404	0.8154797972	0.4789413094
405	0.8150492713	0.478760405
406	0.815511688	0.4785823362
407	0.8165162484	0.4784388619
408	0.8169786651	0.4782019169
409	0.8174889179	0.477911366
410	0.8172178461	0.4778163243
411	0.8174570271	0.4776067866
412	0.817648372	0.4773746798
413	0.8176643174	0.4771481381
414	0.8173932455	0.4768554498
415	0.8181586249	0.4765189414
416	0.8192269669	0.4762334352
417	0.8197691106	0.476012825
418	0.8185891507	0.4757645925
419	0.8202793635	0.4755859927
420	0.8203590905	0.475306535
421	0.8211882514	0.4751475277
422	0.8211244698	0.4748544884
423	0.820773671	0.4746491684
424	0.8205982715	0.4743590537
425	0.8210287974	0.4740745214
426	0.8212360876	0.4738494628
427	0.8208374526	0.4736312291
428	0.8212679784	0.4733941707
429	0.8214912141	0.4731517571
430	0.8220652486	0.4729386415
431	0.8224319929	0.4726850008
432	0.8232770992	0.4724125931
433	0.8233249354	0.4721970689
434	0.8232133176	0.4719401822
435	0.8238830245	0.4716477905
436	0.8236757343	0.4714707335
437	0.8241700418	0.4712124379
438	0.824058424	0.4709465384
439	0.824058424	0.4708427682
440	0.8251108206	0.4705306748
441	0.8251586568	0.470351462
442	0.8249673119	0.4701816024
443	0.8253818924	0.4699385658
444	0.825605128	0.469713515
445	0.8257645821	0.4693899562
446	0.8262269988	0.4691517971
447	0.8261632171	0.4689796504
448	0.8267213062	0.4688046443
449	0.827343177	0.4686505069
450	0.8276939758	0.4684043731
451	0.8286507	0.4681054949
452	0.8285550276	0.4679206295
453	0.8285071914	0.4677523354
454	0.8289377173	0.4674526352
455	0.8289536627	0.467190593
456	0.8290014989	0.466977261
457	0.8302611857	0.4667363654
458	0.831026565	0.4664470244
459	0.8314570909	0.4663028968
460	0.8311700737	0.4660732998
461	0.8318238352	0.4658842328
462	0.8330994674	0.4656625421
463	0.8337691743	0.4653457762
464	0.8337691743	0.4651492571
465	0.8341359186	0.4649441835
466	0.8337851197	0.4647384637
467	0.83399241	0.4645161029
468	0.8342634818	0.4643107417
469	0.8345504991	0.4641050837
470	0.8352042606	0.4638735967
471	0.8357942405	0.4636807921
472	0.8357145135	0.4635034508
473	0.8361131486	0.4633747511
474	0.8355869503	0.4631474425
475	0.8363044934	0.4629779504
476	0.8364161112	0.4627853569
477	0.8364161112	0.4625718316
478	0.8369263641	0.462336938
479	0.8376120165	0.4620952057
480	0.837436617	0.4618983423
481	0.837436617	0.4617193189
482	0.8374047262	0.461512527
483	0.8380106515	0.4612268913
484	0.8377236343	0.461026563
485	0.8375322894	0.4606794316
486	0.8373728354	0.4604849983
487	0.8373090538	0.4603183938
488	0.8380744331	0.4600549476
489	0.8390311573	0.459862496
490	0.8386484676	0.4595119082
491	0.8391906113	0.4593503872
492	0.8388876487	0.4591098641
493	0.8389354849	0.4588368213
494	0.8399240999	0.4585385345
495	0.8399400453	0.4583688355
496	0.840402462	0.4581946931
497	0.8402908441	0.4579794947
498	0.840402462	0.457785726
499	0.8406735338	0.4575741648
