iter	Recall	Logloss
157	0.7265000877	0.5485674222
158	0.7269306204	0.5482394298
159	0.7271698053	0.548012554
160	0.7279192512	0.547636305
161	0.7279511425	0.54737748
162	0.7274408815	0.5470252467
163	0.7284773492	0.5467140335
164	0.7286208601	0.5464425717
165	0.7288759906	0.5460795329
166	0.7292905777	0.5457852529
167	0.7292905777	0.5455828301
168	0.7280787078	0.5450945445
169	0.7291470668	0.544752327
170	0.7302154258	0.5444066978
171	0.7302951541	0.5441341919
172	0.7301197519	0.543861233
173	0.7297530018	0.5434911416
174	0.7314113501	0.5432172373
175	0.7314751327	0.5428411555
176	0.7318418829	0.5425447509
177	0.7320491764	0.542258832
178	0.732160796	0.5418148632
179	0.7325913288	0.541385971
180	0.7337713074	0.5409624724
181	0.7347121012	0.5406879804
182	0.73504696	0.5403990834
183	0.7358761341	0.5399572467
184	0.7360515364	0.5396649261
185	0.7365777431	0.539334619
186	0.737231515	0.5389743432
187	0.73783745	0.5386822438
188	0.7381404175	0.5384045296
189	0.7380287979	0.5380924606
190	0.7380606892	0.537801692
191	0.738299874	0.5373820995
192	0.7384593306	0.537148354
193	0.7383796023	0.5367588776
194	0.738857972	0.5364726262
195	0.7384593306	0.53608631
196	0.7387463524	0.5357708576
197	0.7392885048	0.5353238037
198	0.7407873966	0.5348223657
199	0.7411541467	0.5345169343
200	0.7424297992	0.5342574562
201	0.7421746687	0.5339016689
202	0.7426530384	0.5336425558
203	0.7429400603	0.5333279517
204	0.7436576148	0.5329898368
205	0.7434024843	0.5326622431
206	0.7435141039	0.5321925777
207	0.7437054518	0.5318468403
208	0.7439605823	0.531534836
209	0.7448535391	0.5311713323
210	0.7451246153	0.5308641232
211	0.7449013761	0.5305855987
212	0.745044887	0.5303098729
213	0.7453797458	0.5300194207
214	0.7454594741	0.5297915148
215	0.7453319089	0.52945352
216	0.7459059525	0.5291991863
217	0.7452521806	0.5289180135
218	0.7454435285	0.5285837245
219	0.7466235071	0.5281374355
220	0.7465118875	0.5278897548
221	0.7469902572	0.5276100822
222	0.7472613334	0.5273295618
223	0.7465916158	0.52705937
224	0.7474207899	0.5267049162
225	0.748393475	0.5263119721
226	0.7490631926	0.5260237898
227	0.7489196817	0.5257821099
228	0.7498923668	0.5254571964
229	0.7500039864	0.5251431822
230	0.7496850733	0.5249129989
231	0.7500358777	0.5246689669
232	0.7496212906	0.5242914948
233	0.7505461388	0.523921015
234	0.7508491062	0.5236615737
235	0.7522044871	0.5233477116
236	0.7525074546	0.5231451632
237	0.7538947268	0.522779813
238	0.7544847161	0.5224674952
239	0.7543730965	0.5220476214
240	0.7549152488	0.5218280001
241	0.7552660533	0.5215296242
242	0.7555211838	0.5210952729
243	0.7552501076	0.5208189751
244	0.7565257602	0.5205548008
245	0.7559517165	0.5202468676
246	0.7565576515	0.5199236824
247	0.7564460319	0.5197413292
248	0.7566852168	0.5194410263
249	0.7563822493	0.5191323287
250	0.7557763143	0.5189873715
251	0.7567011624	0.5185365366
252	0.7580087063	0.5182911787
253	0.7595075981	0.5179632758
254	0.7592205763	0.5177203691
255	0.7600178591	0.5173416604
256	0.7605759571	0.5170638368
257	0.7614689139	0.5168072496
258	0.7619951206	0.5165301697
259	0.7617878271	0.5161914364
260	0.7629837514	0.5158531776
261	0.7629518601	0.5155300131
262	0.7633026645	0.5150966124
263	0.763653469	0.5149054582
264	0.764259404	0.5146123356
265	0.7644666975	0.5143420877
266	0.764721828	0.5140755446
267	0.7651364151	0.5138761422
268	0.7655350565	0.5135786696
269	0.7659496436	0.5133232734
270	0.765232089	0.5130375408
271	0.7654712739	0.5128190986
272	0.7659177523	0.5124937722
273	0.7666353069	0.512294562
274	0.7663163937	0.5119822602
275	0.7660612632	0.5116531611
276	0.7659655893	0.5114303723
277	0.7667150352	0.5110899683
278	0.7677833942	0.5107585973
279	0.7686444597	0.5104547329
280	0.769186612	0.5103054977
281	0.7689155359	0.5099887161
282	0.7697606557	0.5096927307
283	0.7705579385	0.5093243918
284	0.7701752428	0.5090980164
285	0.7708290147	0.5087385153
286	0.7706376668	0.5084095686
287	0.7708927973	0.5082151125
288	0.7708130691	0.5079976975
289	0.7715625149	0.5077289874
290	0.7715784606	0.5075042383
291	0.7713233301	0.5073007715
292	0.7723119608	0.5070571948
293	0.7717219715	0.5068228213
294	0.7726149283	0.5064222268
295	0.7728860045	0.5061822767
296	0.7733324829	0.5057890266
297	0.7735876134	0.5055365187
298	0.7736673417	0.505318936
299	0.7739543635	0.5050959378
300	0.7741776027	0.5047021572
301	0.774911103	0.504447951
302	0.7760591903	0.5040548014
303	0.7760113533	0.5038286538
304	0.7763940491	0.5036199593
305	0.7762983751	0.5032518759
306	0.7770797123	0.5028517807
307	0.7776856473	0.5025977005
308	0.7777494299	0.5024344751
309	0.778259691	0.5021155098
310	0.7781959083	0.5018288337
311	0.7794237239	0.5015062904
312	0.7794556153	0.5013447113
313	0.779933985	0.5009817683
314	0.7802847894	0.5007669599
315	0.7803485721	0.5004529256
316	0.7805718113	0.5002656066
317	0.7804761373	0.5000223876
318	0.7803326264	0.4997794754
319	0.7808747788	0.4994678711
320	0.7809863984	0.4992535707
321	0.7819112465	0.4990099889
322	0.781512605	0.4987559371
323	0.7811936919	0.4984077104
324	0.7823896162	0.4981808999
325	0.7827085293	0.4979347394
326	0.7828201489	0.4976994165
327	0.7832028447	0.4974155763
328	0.7833782469	0.4970392328
329	0.7835855405	0.4968008627
330	0.7836174318	0.4964977085
331	0.7831709534	0.4962259432
332	0.7850684866	0.4958970407
333	0.7856903672	0.4956684497
334	0.7858817151	0.4954476111
335	0.7862803565	0.495183785
336	0.7859295521	0.4949549058
337	0.7864238675	0.4946133369
338	0.7871095307	0.4943591885
339	0.7875560091	0.4940384372
340	0.7874124982	0.493789759
341	0.7878589766	0.4935712988
342	0.7881459984	0.4932601272
343	0.7884968029	0.4929998871
344	0.7890230096	0.4927265323
345	0.7899956947	0.4923769352
346	0.79049001	0.49212306
347	0.7911597276	0.491841436
348	0.7912075646	0.4915677603
349	0.7917178257	0.4913923979
350	0.7920845758	0.4911320016
351	0.7924991629	0.4907917194
352	0.7925151085	0.4905453066
353	0.7928818586	0.4903251689
354	0.792818076	0.4900824243
355	0.7929615869	0.4898976026
356	0.7932326631	0.4897006698
357	0.7932645544	0.4894456576
358	0.7932007718	0.4891345785
359	0.7938226524	0.4888300184
360	0.7945242613	0.4885650332
361	0.7942053482	0.4884047358
362	0.7951780333	0.4882136472
363	0.7962304466	0.4878756192
364	0.7964536858	0.4876001984
365	0.7966928707	0.4873404453
366	0.7975698818	0.4872141435
367	0.7979206863	0.4869866482
368	0.7975858275	0.4866689602
369	0.7992282302	0.4863039605
370	0.7993079585	0.4860579362
371	0.7997703825	0.4856842941
372	0.8005836111	0.4853497137
373	0.8011417091	0.485060747
374	0.8008227959	0.4848491424
375	0.8021781768	0.4845514724
376	0.802305742	0.4843061607
377	0.8030551879	0.484152015
378	0.8033581554	0.483934638
379	0.8034538293	0.483712342
380	0.8037249055	0.4834450809
381	0.8039321991	0.4831514325
382	0.8028319487	0.4829294518
383	0.8029914053	0.4827970796
384	0.8030392423	0.4825027539
385	0.8030870792	0.4823309977
386	0.8036611229	0.4821167725
387	0.8041713839	0.4818839294
388	0.805191906	0.4815871779
389	0.8058137866	0.4813823449
390	0.8060210802	0.481216015
391	0.8064516129	0.4809191319
392	0.8067545804	0.4807272474
393	0.8067386347	0.4803809239
394	0.8067545804	0.4802048161
395	0.8072329501	0.4800222126
396	0.807328624	0.4797978489
397	0.8084607657	0.4795969066
398	0.8086521136	0.479350579
399	0.8086999506	0.4791740556
400	0.8097842553	0.4789211515
401	0.8098958749	0.4787306371
402	0.8100872227	0.4784904531
403	0.8101031684	0.4781591255
404	0.8097523639	0.4779982233
405	0.8098639835	0.4776895864
406	0.8105815381	0.4773808346
407	0.8105655925	0.4771553741
408	0.8104858642	0.4768966904
409	0.8099756031	0.4767001945
410	0.8116180058	0.4762832193
411	0.8116339515	0.4760594205
412	0.8122558321	0.4758017077
413	0.8126704192	0.4755228207
414	0.8134517564	0.4752976157
415	0.813515539	0.4751434606
416	0.8153971266	0.4748820492
417	0.8149028112	0.4747049324
418	0.8138663435	0.4744726107
419	0.8142330936	0.474204044
420	0.8150941591	0.473961042
421	0.8144563328	0.4735462978
422	0.8154609092	0.4732814903
423	0.815333344	0.4730078862
424	0.8150463221	0.4727857857
425	0.8144244415	0.4725498543
426	0.8145998437	0.4723588372
427	0.8155565832	0.4720895621
428	0.8155725288	0.4718467628
429	0.8162581921	0.4716045424
430	0.8168800727	0.4714134329
431	0.8173106055	0.4710867068
432	0.8176295186	0.4708832914
433	0.8179803231	0.4706858133
434	0.8185703124	0.470499114
435	0.8183151819	0.4703062249
436	0.8188573342	0.4700857777
437	0.8197343454	0.469934824
438	0.8206113565	0.4697139091
439	0.8204359543	0.4695720394
440	0.8205954108	0.4692443575
441	0.820404063	0.4689785262
442	0.8210099979	0.4687335765
443	0.8212810741	0.4685228939
444	0.820866487	0.4683233146
445	0.8217913351	0.468080143
446	0.8214086394	0.4677561012
447	0.8218870091	0.467491734
448	0.8220464656	0.4673111435
449	0.8223972701	0.4670760471
450	0.8231626616	0.4668192277
451	0.8231148247	0.4666456539
452	0.8237845423	0.4664437102
453	0.8236410314	0.4662755679
454	0.8242788577	0.4660975666
455	0.824773173	0.4658480889
456	0.8242469663	0.4656172175
457	0.8251080318	0.4654442086
458	0.8252993797	0.465185685
459	0.8260807169	0.4648544403
460	0.8263836844	0.4646461684
461	0.8262242278	0.4644644459
462	0.8266228693	0.4642310148
463	0.8265590866	0.4640026079
464	0.8272288042	0.4637511966
465	0.828217435	0.4634606535
466	0.8283928372	0.4632215825
467	0.8288871526	0.4629062842
468	0.8291901201	0.4627172642
469	0.8291901201	0.4624315136
470	0.8296684898	0.4622154137
471	0.8296047072	0.4620015388
472	0.83040199	0.4617310787
473	0.830449827	0.4615345254
474	0.8306571205	0.4612540055
475	0.8305136096	0.4611149112
476	0.8305455009	0.4608735944
477	0.8303063161	0.4606474807
478	0.8298598377	0.4604549897
479	0.8301787508	0.4602517375
480	0.8307049575	0.4599963601
481	0.8318689905	0.459789969
482	0.8318689905	0.4596177981
483	0.8325705994	0.4594157783
484	0.8331605887	0.4592176569
485	0.8333838279	0.4590168468
486	0.8339100346	0.458806988
487	0.8345000239	0.4586470548
488	0.8345000239	0.4585012521
489	0.8340375999	0.4583132955
490	0.8345319152	0.4580665477
491	0.8346116435	0.4578969572
492	0.8347870457	0.4576266417
493	0.8342927304	0.457450841
494	0.834308676	0.4572563809
495	0.8352175785	0.4570720655
496	0.8353291981	0.456719479
497	0.835472709	0.4565379779
498	0.836126481	0.4563470601
499	0.8358554048	0.4561833153
