iter	Passed	Remaining
323	7265	3946
324	7290	3925
325	7309	3901
326	7328	3877
327	7353	3855
328	7391	3841
329	7412	3818
330	7435	3796
331	7466	3778
332	7508	3765
333	7536	3745
334	7571	3729
335	7603	3711
336	7630	3690
337	7659	3671
338	7693	3653
339	7718	3632
340	7744	3610
341	7772	3590
342	7804	3572
343	7833	3552
344	7855	3529
345	7885	3509
346	7914	3489
347	7938	3467
348	7967	3447
349	7996	3427
350	8032	3409
351	8053	3386
352	8079	3364
353	8106	3343
354	8134	3322
355	8163	3302
356	8194	3282
357	8226	3263
358	8260	3244
359	8281	3220
360	8307	3198
361	8334	3177
362	8362	3156
363	8386	3133
364	8415	3112
365	8445	3091
366	8465	3067
367	8487	3044
368	8513	3022
369	8537	2999
370	8558	2975
371	8578	2951
372	8596	2927
373	8618	2903
374	8640	2880
375	8663	2857
376	8683	2833
377	8706	2810
378	8726	2786
379	8752	2763
380	8774	2740
381	8796	2717
382	8817	2693
383	8839	2670
384	8863	2647
385	8881	2623
386	8903	2599
387	8923	2575
388	8946	2552
389	8971	2530
390	8991	2506
391	9010	2482
392	9036	2460
393	9055	2436
394	9081	2414
395	9103	2390
396	9123	2366
397	9142	2342
398	9161	2319
399	9188	2297
400	9207	2273
401	9226	2249
402	9251	2226
403	9272	2203
404	9295	2180
405	9315	2156
406	9336	2133
407	9356	2109
408	9381	2087
409	9404	2064
410	9423	2040
411	9442	2016
412	9463	1993
413	9485	1970
414	9505	1946
415	9531	1924
416	9550	1900
417	9569	1877
418	9593	1854
419	9613	1831
420	9633	1807
421	9652	1784
422	9676	1761
423	9701	1738
424	9721	1715
425	9740	1691
426	9762	1668
427	9785	1646
428	9803	1622
429	9829	1600
430	9848	1576
431	9869	1553
432	9892	1530
433	9913	1507
434	9934	1484
435	9953	1461
436	9977	1438
437	10002	1415
438	10021	1392
439	10041	1369
440	10063	1346
441	10087	1323
442	10109	1300
443	10132	1277
444	10152	1254
445	10172	1231
446	10194	1208
447	10215	1185
448	10234	1162
449	10253	1139
450	10280	1116
451	10307	1094
452	10328	1071
453	10348	1048
454	10366	1025
455	10385	1002
456	10412	979
457	10432	956
458	10451	933
459	10472	910
460	10493	887
461	10518	865
462	10541	842
463	10564	819
464	10583	796
465	10602	773
466	10626	750
467	10645	727
468	10664	704
469	10688	682
470	10712	659
471	10731	636
472	10751	613
473	10778	591
474	10796	568
475	10815	545
476	10838	522
477	10859	499
478	10879	476
479	10898	454
480	10926	431
481	10946	408
482	10965	385
483	10988	363
484	11012	340
485	11040	318
486	11062	295
487	11085	272
488	11106	249
489	11131	227
490	11153	204
491	11172	181
492	11192	158
493	11218	136
494	11242	113
495	11264	90
496	11286	68
497	11306	45
498	11325	22
499	11355	0
