iter	Recall	Logloss
88	0.659475894	0.6176208712
89	0.6596206747	0.6174363758
90	0.6601997973	0.6172657186
91	0.6587519907	0.6170891765
92	0.6587519907	0.6169301105
93	0.6577385261	0.616754079
94	0.6580280874	0.6165785416
95	0.6577385261	0.6163734799
96	0.6586072101	0.6162401715
97	0.6588967714	0.6161114112
98	0.659475894	0.6159647897
99	0.6604893586	0.6158500764
100	0.6600550166	0.615720573
101	0.6601997973	0.6156342422
102	0.6604893586	0.6155349211
103	0.659910236	0.6153831418
104	0.6601997973	0.615254065
105	0.659910236	0.6151057257
106	0.659910236	0.614961774
107	0.6601997973	0.6148064689
108	0.6597654553	0.6146605361
109	0.6596206747	0.6145334823
110	0.6600550166	0.6144232133
111	0.6600550166	0.6143304229
112	0.6600550166	0.6142118719
113	0.6600550166	0.6140893437
114	0.6606341393	0.6139520384
115	0.6606341393	0.6138802569
116	0.6610684813	0.6137591994
117	0.6612132619	0.6136454127
118	0.6616476039	0.6135092534
119	0.6606341393	0.6134111342
120	0.6613580426	0.6133004733
121	0.6616476039	0.6131829602
122	0.6616476039	0.6130578358
123	0.6616476039	0.6129847891
124	0.6617923845	0.6128429538
125	0.6619371652	0.6127193077
126	0.6619371652	0.6126197258
127	0.6620819459	0.6125067845
128	0.6619371652	0.6123994853
129	0.6625162878	0.6122918662
130	0.6625162878	0.6121888126
131	0.6629506298	0.6120737405
132	0.6626610685	0.6119607602
133	0.6623715072	0.6118438722
134	0.6623715072	0.6117447077
135	0.6628058491	0.6116639871
136	0.6633849718	0.6115691736
137	0.6633849718	0.6114777037
138	0.6638193137	0.6113843522
139	0.6641088751	0.611283991
140	0.6642536557	0.6112067458
141	0.6641088751	0.6111165502
142	0.6646879977	0.6110327727
143	0.664977559	0.6109410895
144	0.6651223397	0.6108545458
145	0.6651223397	0.6107698287
146	0.6651223397	0.6106958156
147	0.6646879977	0.6106017025
148	0.6657014623	0.6105287102
149	0.665411901	0.6104134145
150	0.665411901	0.6103549902
151	0.6658462429	0.61022563
152	0.6659910236	0.6101513589
153	0.6664253656	0.6100439567
154	0.6667149269	0.6099454157
155	0.6665701462	0.6098768399
156	0.6670044882	0.6097438444
157	0.6668597075	0.6096693407
158	0.6667149269	0.6096007114
159	0.6665701462	0.6095065619
160	0.6667149269	0.6094289792
161	0.6667149269	0.6093474957
162	0.6675836108	0.6092650594
163	0.6675836108	0.6092003829
164	0.6680179528	0.6091402026
165	0.6677283915	0.6090837693
166	0.6677283915	0.6089910564
167	0.6674388302	0.6089314147
168	0.6671492689	0.6088737158
169	0.6675836108	0.6088169382
170	0.6672940495	0.6087454125
171	0.6671492689	0.6086811705
172	0.6675836108	0.6085922416
173	0.6677283915	0.6085456371
174	0.6677283915	0.6084716141
175	0.6675836108	0.6083932933
176	0.6680179528	0.6083031545
177	0.6678731721	0.6082107994
178	0.6674388302	0.608103956
179	0.6674388302	0.6080101616
180	0.6677283915	0.607938063
181	0.6680179528	0.6078767555
182	0.6677283915	0.6078308889
183	0.6674388302	0.6077715049
184	0.6662805849	0.6076819038
185	0.6661358043	0.6076209017
186	0.6667149269	0.6075727822
187	0.6671492689	0.6075182014
188	0.6674388302	0.6074543738
189	0.6674388302	0.6073807646
190	0.6671492689	0.607309743
191	0.6671492689	0.6071954182
192	0.6670044882	0.6071320904
193	0.6668597075	0.6070596557
194	0.6671492689	0.6069955985
195	0.6668597075	0.606946613
196	0.6674388302	0.6068932396
197	0.6674388302	0.6068309457
198	0.6680179528	0.6067754813
199	0.6678731721	0.6067338651
200	0.6683075141	0.6066744173
201	0.6687418561	0.606612366
202	0.6681627335	0.6065414222
203	0.6687418561	0.6064871503
204	0.6688866367	0.6064350769
205	0.6684522948	0.6063951497
206	0.6688866367	0.6063277616
207	0.6691761981	0.6062678661
208	0.6693209787	0.6062144497
209	0.6699001013	0.6061618002
210	0.66961054	0.6060877706
211	0.6693209787	0.6060259628
212	0.6694657594	0.6059641923
213	0.6691761981	0.6059035182
214	0.6694657594	0.6058377167
215	0.6701896627	0.6057681535
216	0.6701896627	0.6057224468
217	0.6703344433	0.6056604904
218	0.6703344433	0.605601022
219	0.6703344433	0.60554866
220	0.6703344433	0.6055147706
221	0.6706240046	0.605434276
222	0.6701896627	0.6053655186
223	0.6701896627	0.6053125329
224	0.670044882	0.6052774688
225	0.6699001013	0.6052130551
226	0.6703344433	0.6051594346
227	0.6703344433	0.6051026511
228	0.670479224	0.6050520463
229	0.66961054	0.6050067466
230	0.66961054	0.6049643831
231	0.6699001013	0.604917844
232	0.6691761981	0.6048731918
233	0.6693209787	0.6048402776
234	0.6693209787	0.6047879669
235	0.6691761981	0.6047398177
236	0.6699001013	0.6046736509
237	0.6701896627	0.6046203803
238	0.670044882	0.6045695804
239	0.6706240046	0.604518589
240	0.6707687853	0.6044680981
241	0.6703344433	0.6044098564
242	0.6707687853	0.6043483517
243	0.6701896627	0.6043161609
244	0.670479224	0.6042686872
245	0.6709135659	0.6042253811
246	0.6699001013	0.6041873476
247	0.6703344433	0.6041459636
248	0.6701896627	0.6040956171
249	0.6701896627	0.6040409493
250	0.6701896627	0.6039920031
251	0.6703344433	0.6039571858
252	0.670044882	0.6039159873
253	0.6694657594	0.6038621738
254	0.6693209787	0.6038452326
255	0.6701896627	0.6037818318
256	0.6703344433	0.6037201199
257	0.6706240046	0.6036794964
258	0.670479224	0.6036259778
259	0.6701896627	0.6035799906
260	0.6703344433	0.6035161819
261	0.670479224	0.6034667365
262	0.6703344433	0.6034306354
263	0.670044882	0.6033851512
264	0.670479224	0.6033021109
265	0.6707687853	0.6032614314
266	0.6707687853	0.6032270688
267	0.6707687853	0.6031850602
268	0.6709135659	0.6031376411
269	0.6707687853	0.6030958856
270	0.6709135659	0.6030390193
271	0.6709135659	0.6030071903
272	0.6710583466	0.6029867301
273	0.6710583466	0.6029354847
274	0.6710583466	0.6028988814
275	0.6712031273	0.602869977
276	0.6710583466	0.6028342063
277	0.6707687853	0.6027958932
278	0.6710583466	0.6027724641
279	0.6707687853	0.6027260756
280	0.6710583466	0.6026981446
281	0.6712031273	0.602640368
282	0.6716374692	0.6026001978
283	0.6716374692	0.6025637843
284	0.6716374692	0.6025286578
285	0.6717822499	0.6024788112
286	0.6716374692	0.6024444041
287	0.6719270305	0.602375108
288	0.6722165919	0.602314206
289	0.6722165919	0.6022922772
290	0.6723613725	0.6022407894
291	0.6725061532	0.602183356
292	0.6726509338	0.6021249294
293	0.6727957145	0.6020839976
294	0.6727957145	0.6020632143
295	0.6727957145	0.6019959298
296	0.6727957145	0.6019680055
297	0.6730852758	0.601923026
298	0.6729404951	0.6018726304
299	0.6729404951	0.6018438779
